,Part Number,Description,Supplier Name,Price,Quantity,Months No Sale,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales - This Year,Turnover,Total Cost
9296,18212345045,flange,bmw,25.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.49
9303,18217654789,countersunk head screw,bmw,9.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76
9304,18217654789,countersunk head screw,bmw,9.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76
9328,18217717848,gasket for exhaust manifold,bmw,21.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.12
9329,18217717848,gasket for exhaust manifold,bmw,21.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.12
9335,18217724460,exhaust seal,bmw,16.99,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.56
9336,18217724460,exhaust seal,bmw,16.99,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.56
9344,18221464332,fillister head screw,bmw,3.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
9345,18221464332,fillister head screw,bmw,3.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
9358,18307719422,"servo unit, exhaust flap",bmw,445.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.4
9359,18307719422,"servo unit, exhaust flap",bmw,445.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.4
9364,18407571440,hex nut,bmw,2.99,39.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.77
9365,18407571440,hex nut,bmw,2.99,39.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.77
9370,18517726822,exhaust seal,bmw,25.99,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
9371,18517726822,exhaust seal,bmw,25.99,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
9374,18517726823,securing nut,bmw,2.99,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12
9375,18517726823,securing nut,bmw,2.99,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12
9378,18517726826,clamp,bmw,68.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92
9379,18517726826,clamp,bmw,68.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92
9384,18517726829,"bowden cable, exhaust flap,",bmw,73.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.72
9385,18517726829,"bowden cable, exhaust flap,",bmw,73.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.72
9388,18517726830,"bowden cable, exhaust flap,",bmw,73.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.72
9389,18517726830,"bowden cable, exhaust flap,",bmw,73.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.72
9391,18517727904,clamp for rear muffler,bmw,230.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.6
9392,18517727904,clamp for rear muffler,bmw,230.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.6
9399,18517729555,exhaust seal,bmw,11.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92
9400,18517729555,exhaust seal,bmw,11.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92
9404,18518356969,rear muffler,bmw,2550.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.0
9405,18518356969,rear muffler,bmw,2550.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.0
9419,18518530584,"cap for rear muffler, rear",bmw,145.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.4
9420,18518530584,"cap for rear muffler, rear",bmw,145.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.4
9433,18518546552,exhaust flap,bmw,805.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.6
9434,18518546552,exhaust flap,bmw,805.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.6
9438,18518549076,spring clip,bmw,6.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9439,18518549076,spring clip,bmw,6.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9467,18518563059,washer,bmw,7.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96
9468,18518563059,washer,bmw,7.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96
9472,18518564070,gasket for exhaust manifold,bmw,25.99,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
9473,18518564070,gasket for exhaust manifold,bmw,25.99,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
9508,21210070155,countersunk head screw,bmw,0.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62
9509,21210070155,countersunk head screw,bmw,0.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62
9554,21212332469,inner hex bolt,bmw,3.99,24.0,1,0.0,22.0,30.0,30.0,30.0,30.0,0.0,49.92
9559,21212333022,pressure plate,bmw,230.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.4
9560,21212333022,pressure plate,bmw,230.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.4
9563,21212333023,housing cover,bmw,385.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.8
9564,21212333023,housing cover,bmw,385.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.8
9570,21212333397,reinforcement ring,bmw,32.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.27
9571,21212333397,reinforcement ring,bmw,32.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.27
9582,21212343166,needle cage,bmw,39.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.44
9583,21212343166,needle cage,bmw,39.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.44
9586,21212343167,thrust washer,bmw,11.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58
9587,21212343167,thrust washer,bmw,11.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58
9593,21212343176,diaphragm spring,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04
9594,21212343176,diaphragm spring,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04
9599,21212343259,shaft seal,bmw,23.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6
9600,21212343259,shaft seal,bmw,23.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6
9623,21217675308,step plate,bmw,5.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46
9624,21217675308,step plate,bmw,5.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46
9629,21217680465,needle bearing,bmw,50.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32
9630,21217680465,needle bearing,bmw,50.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32
9642,21217686585,spring,bmw,10.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72
9643,21217686585,spring,bmw,10.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72
9644,21217688214,diaphragm spring,bmw,300.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
9645,21217688214,diaphragm spring,bmw,300.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
9651,21217690415,stop disk,bmw,30.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2
9652,21217690415,stop disk,bmw,30.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2
9668,21217697737,clutch plate,bmw,370.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.6
9669,21217697737,clutch plate,bmw,370.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.6
9673,21217697739,reinforcement ring,bmw,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.01
9674,21217697739,reinforcement ring,bmw,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.01
9677,21217697740,"cover, flywheel",bmw,375.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0
9678,21217697740,"cover, flywheel",bmw,375.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0
9681,21217697741,clutch housing,bmw,405.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.4
9682,21217697741,clutch housing,bmw,405.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.4
9685,21217699576,needle cage,bmw,50.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.64
9686,21217699576,needle cage,bmw,50.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.64
9699,21217700227,clutch rel.fork lever,bmw,45.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8
9700,21217700227,clutch rel.fork lever,bmw,45.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8
9717,21217702595,pressure plate,bmw,655.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.8
9718,21217702595,pressure plate,bmw,655.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.8
9730,21217706614,torx bolt,bmw,3.99,7.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68
9738,21217708036,clutch plate,bmw,670.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.8
9739,21217708036,clutch plate,bmw,670.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.8
9770,21218406741,set disc set,bmw,825.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.84
9771,21218406741,set disc set,bmw,825.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.84
9785,21218529450,clutch package,bmw,1349.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.29
9786,21218529450,clutch package,bmw,1349.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.29
9797,21218565058,clutch,bmw,2476.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.42
9798,21218565058,clutch,bmw,2476.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.42
9806,21521020109,gasket ring,bmw,11.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4
9807,21521020109,gasket ring,bmw,11.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4
9810,21521080122,compression spring,bmw,11.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27
9811,21521080122,compression spring,bmw,11.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27
9815,21522332604,gasket ring,bmw,2.99,18.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8
9816,21522332604,gasket ring,bmw,2.99,18.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8
9824,21522333308,clutch vent pipe,bmw,235.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.2
9825,21522333308,clutch vent pipe,bmw,235.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.2
9834,21522335061,clutch slave cylinder,bmw,350.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0
9835,21522335061,clutch slave cylinder,bmw,350.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0
9858,21527684078,"clutch cable, input/output c",bmw,340.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.8
9859,21527684078,"clutch cable, input/output c",bmw,340.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.8
9863,21527698476,o-ring,bmw,6.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92
9864,21527698476,o-ring,bmw,6.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92
9867,21527702448,thrust adapter,bmw,82.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.08
9868,21527702448,thrust adapter,bmw,82.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.08
9886,21527724542,clutch slave cylinder,bmw,380.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.6
9887,21527724542,clutch slave cylinder,bmw,380.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.6
9922,23002330167,lock ring,bmw,5.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
9923,23002330167,lock ring,bmw,5.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
9926,23002330174,supporting ring,bmw,6.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59
9927,23002330174,supporting ring,bmw,6.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59
9933,23002330276,shim,bmw,11.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52
9934,23002330276,shim,bmw,11.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52
9937,23002332975,fillister-head screw,bmw,3.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58
9938,23002332975,fillister-head screw,bmw,3.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58
9942,23002343191,chain pinion,bmw,73.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66
9943,23002343191,chain pinion,bmw,73.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66
9946,23002343192,lock ring,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72
9947,23002343192,lock ring,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72
9950,23002343194,snap ring,bmw,4.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24
9951,23002343194,snap ring,bmw,4.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24
9954,23002343197,stop disk,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
9955,23002343197,stop disk,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
9959,23002343472,securing plate,bmw,5.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36
9960,23002343472,securing plate,bmw,5.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36
9963,23002343475,hex nut,bmw,11.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82
9964,23002343475,hex nut,bmw,11.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82
9976,23007679160,shaft seal,bmw,29.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56
9977,23007679160,shaft seal,bmw,29.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56
9980,23007679161,o-ring,bmw,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92
9981,23007679161,o-ring,bmw,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92
9987,23007681333,torx screw,bmw,3.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
9988,23007681333,torx screw,bmw,3.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
9993,23007681342,needle cage,bmw,53.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.92
9994,23007681342,needle cage,bmw,53.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.92
9999,23007681469,asa-bolt,bmw,30.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.04
10000,23007681469,asa-bolt,bmw,30.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.04
10023,23007690404,hexagon bolt with inside tor,bmw,3.99,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64
10024,23007690404,hexagon bolt with inside tor,bmw,3.99,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64
10038,23007695548,snap ring,bmw,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
10039,23007695548,snap ring,bmw,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
10042,23007695549,snap ring,bmw,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
10043,23007695549,snap ring,bmw,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
10046,23007695550,snap ring,bmw,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
10047,23007695550,snap ring,bmw,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
10059,23007706942,bracket,bmw,9.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.04
10060,23007706942,bracket,bmw,9.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.04
10068,23007714712,hex bolt,bmw,5.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28
10069,23007714712,hex bolt,bmw,5.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28
10078,23007718016,potentiometer with wire,bmw,275.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
10079,23007718016,potentiometer with wire,bmw,275.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
10107,23008529493,set of circlips,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32
10108,23008529493,set of circlips,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32
10115,23008537691,snap ring,bmw,8.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
10116,23008537691,snap ring,bmw,8.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
10121,23008537700,selector shaft cpl.,bmw,230.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.6
10122,23008537700,selector shaft cpl.,bmw,230.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.6
10126,23008543996,grooved ball bearing,bmw,95.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21
10127,23008543996,grooved ball bearing,bmw,95.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21
10130,23008543999,hollow bolt,bmw,77.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7
10131,23008543999,hollow bolt,bmw,77.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7
10155,23008567903,selector shaft cpl.,bmw,220.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4
10156,23008567903,selector shaft cpl.,bmw,220.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4
10166,23009446522,shift gear for 6th. gear,bmw,240.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.8
10167,23009446522,shift gear for 6th. gear,bmw,240.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.8
10171,23009467538,shifting fork 1st and 2nd ge,bmw,365.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.8
10172,23009467538,shifting fork 1st and 2nd ge,bmw,365.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.8
10175,23009467539,"gearshift fork, 3rd to 6th g",bmw,365.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.6
10176,23009467539,"gearshift fork, 3rd to 6th g",bmw,365.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.6
10179,23009832054,"gearshift sleeve, 5th/6th ge",bmw,300.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
10180,23009832054,"gearshift sleeve, 5th/6th ge",bmw,300.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
10184,23111006124,shaft seal,bmw,26.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07
10185,23111006124,shaft seal,bmw,26.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07
10191,23111341431,shim,bmw,13.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92
10192,23111341431,shim,bmw,13.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92
10195,23111341432,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10196,23111341432,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10199,23111341433,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10200,23111341433,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10204,23111451138,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10205,23111451138,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10208,23111451139,shim,bmw,13.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92
10209,23111451139,shim,bmw,13.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92
10212,23111451140,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10213,23111451140,shim,bmw,13.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64
10217,23111451549,cap,bmw,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92
10218,23111451549,cap,bmw,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92
10222,23112322402,fillister-head screw,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79
10223,23112322402,fillister-head screw,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79
10226,23112330132,bush,bmw,8.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56
10227,23112330132,bush,bmw,8.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56
10233,23117687089,clean bearing grooved ball b,bmw,55.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
10234,23117687089,clean bearing grooved ball b,bmw,55.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
10250,23121338466,grooved ball bearing,bmw,37.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85
10251,23121338466,grooved ball bearing,bmw,37.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85
10259,23121338741,shaft seal,bmw,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64
10260,23121338741,shaft seal,bmw,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64
10265,23121340322,shaft seal,bmw,14.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99
10266,23121340322,shaft seal,bmw,14.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99
10271,23121340331,shaft seal,bmw,34.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92
10272,23121340331,shaft seal,bmw,34.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92
10280,23121451027,shaft seal,bmw,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36
10281,23121451027,shaft seal,bmw,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36
10285,23121451156,shaft seal,bmw,30.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13
10286,23121451156,shaft seal,bmw,30.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13
10299,23122330139,shaft seal,bmw,23.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
10300,23122330139,shaft seal,bmw,23.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
10310,23122332884,shaft seal,bmw,16.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.69
10311,23122332884,shaft seal,bmw,16.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.69
10314,23122352156,gasket,bmw,12.99,10.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4
10315,23122352156,gasket,bmw,12.99,10.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4
10320,23127656018,shaft seal,bmw,28.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8
10321,23127656018,shaft seal,bmw,28.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8
10326,23127681317,grooved ball bearing,bmw,40.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
10327,23127681317,grooved ball bearing,bmw,40.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
10332,23127683282,grooved ball bearing,bmw,40.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
10333,23127683282,grooved ball bearing,bmw,40.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
10351,23127709798,grooved ball bearing,bmw,60.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.6
10352,23127709798,grooved ball bearing,bmw,60.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.6
10357,23127709809,grooved ball bearing,bmw,95.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21
10358,23127709809,grooved ball bearing,bmw,95.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21
10359,23127709852,grooved ball bearing,bmw,55.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
10360,23127709852,grooved ball bearing,bmw,55.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
10371,23131234049,clutch lever,bmw,236.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.24
10372,23131234049,clutch lever,bmw,236.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.24
10374,23131239891,bushing,bmw,12.28,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91
10375,23131239891,bushing,bmw,12.28,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91
