,Part Number,Description,Supplier Name,Price,Quantity,Months No Sale,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales - This Year,Turnover,Total Cost
37506,B714,can 4 k1600,clearwater lights,200.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.05
37507,B714,can 4 k1600,clearwater lights,200.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.05
37511,B721,universal harness krista erica,clearwater lights,172.8,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.34
37512,B721,universal harness krista erica,clearwater lights,172.8,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.34
37515,B722,r1200gs harness,clearwater lights,172.8,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
37516,B722,r1200gs harness,clearwater lights,172.8,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
37520,B724,canopener harness krista,clearwater lights,200.0,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.4
37521,B724,canopener harness krista,clearwater lights,200.0,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.4
37524,B8,mount kit f800,clearwater lights,61.12,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4
37525,B8,mount kit f800,clearwater lights,61.12,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4
37529,B9,mount kit r1200gs,clearwater lights,99.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.67
37530,B9,mount kit r1200gs,clearwater lights,99.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.67
37533,BILL-JR,billie jr light,clearwater lights,188.96,2.0,0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,230.0246
37562,D25,darla with 1 inch blk mount,clearwater lights,756.75,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.1
37563,D25,darla with 1 inch blk mount,clearwater lights,756.75,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.1
37592,DARLA-D66,darla with blk mount,clearwater lights,703.28,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.34
37593,DARLA-D66,darla with blk mount,clearwater lights,703.28,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.34
37616,KRISTA,krista light,clearwater lights,434.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.23
37617,KRISTA,krista light,clearwater lights,434.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.23
37718,GEA H1-55,h1 halogen 55w,jb,14.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.62
37719,GEA H1-55,h1 halogen 55w,jb,14.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.62
37789,63536053100,valve cover seal,cycle works motorsports,17.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68
37920,3119-000-009-001,klim adventure gtx 9,klim,569.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.47
37921,3119-000-009-001,klim adventure gtx 9,klim,569.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.47
37928,3119-000-011-001,klim adventure gtx 11,klim,569.95,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.94
37929,3119-000-011-001,klim adventure gtx 11,klim,569.95,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.94
37932,3119-000-012-001,klim adventure gtx 12,klim,569.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.47
37933,3119-000-012-001,klim adventure gtx 12,klim,569.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.47
38057,3341-001-140-660,marrakesh l,klim,499.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.97
38058,3341-001-140-660,marrakesh l,klim,499.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.97
38070,3343-000-130-303,marrakesh womens md,klim,499.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47
38071,3343-000-130-303,marrakesh womens md,klim,499.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47
38074,3343-000-140-000,klim womans marrakesh jkt lg,klim,529.95,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.94
38075,3343-000-140-000,klim womans marrakesh jkt lg,klim,529.95,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.94
38082,3343-000-150-000,klim womens marrakesh jkt xl,klim,529.95,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47
38083,3343-000-150-000,klim womens marrakesh jkt xl,klim,529.95,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47
38086,3343-000-150-303,klim womens marrakesh jkt xl,klim,529.95,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47
38087,3343-000-150-303,klim womens marrakesh jkt xl,klim,529.95,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.47
38242,3819-000-000-000,k1r pinlock,klim,44.95,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66
38243,3819-000-000-000,k1r pinlock,klim,44.95,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66
38247,3839-000-000-000,tk1200 pinlock,klim,34.95,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.44
38248,3839-000-000-000,tk1200 pinlock,klim,34.95,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.44
38275,3914-001-130-103,avalon m,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38276,3914-001-130-103,avalon m,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38281,3914-001-140-605,avalon l,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38282,3914-001-140-605,avalon l,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38287,3914-001-150-605,avalon xl,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38288,3914-001-150-605,avalon xl,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38498,4084-003-000-000,klim beanie,klim,29.95,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88
38499,4084-003-000-000,klim beanie,klim,29.95,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88
38561,5031-002-150-660,klim adventure gtx xl glove,klim,229.95,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.94
38562,5031-002-150-660,klim adventure gtx xl glove,klim,229.95,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.94
38668,5060-003-130-501,induction m,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38669,5060-003-130-501,induction m,klim,479.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.97
38676,5060-003-140-501,induction pro jkt lg hi-vis,klim,499.95,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.97
38677,5060-003-140-501,induction pro jkt lg hi-vis,klim,499.95,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.97
38743,5094-001-006-000,altitude pant 6,klim,649.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.42
38744,5094-001-006-000,altitude pant 6,klim,649.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.42
38745,5094-001-006-000,altitude pant 6,klim,649.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.42
38816,5146-003-130-500,latitude jacket m black,klim,889.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.47
38817,5146-003-130-500,latitude jacket m black,klim,889.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.47
38977,6076-001-000-400,d30 hip protection,klim,49.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.27
38978,6076-001-000-400,d30 hip protection,klim,49.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.27
38994,DNL.WHS.10100,denali,island bmw,21.49,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.85
38995,DNL.WHS.10100,denali,island bmw,21.49,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.85
38996,DNL.WHS.10100,denali,island bmw,21.49,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.85
39111,DTMTSHIRT,dt shirt,island bmw,34.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37
39112,DTMTSHIRT,dt shirt,island bmw,34.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37
39115,RAM-B-201U-C,double take extension,island bmw,25.0,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64
39116,RAM-B-201U-C,double take extension,island bmw,25.0,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64
39131,1152010,dowl,ducati,0.99,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
39132,1152010,dowl,ducati,0.99,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
39186,12110032A,"anellino d.20x1,6 becco est. -",ducati,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
39187,12110032A,"anellino d.20x1,6 becco est. -",ducati,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
39204,12111741A,"circlip, piston pin",ducati,2.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
39205,12111741A,"circlip, piston pin",ducati,2.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
39208,12112481A,"circlip, piston pin",ducati,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18
39209,12112481A,"circlip, piston pin",ducati,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18
39225,12440060,nut,ducati,5.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73
39226,12440060,nut,ducati,5.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73
39263,15092280,"ntrl, switch washer",ducati,0.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
39264,15092280,"ntrl, switch washer",ducati,0.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
39283,15310261AA,"balancer set, handle bar",ducati,29.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97
39302,160Z0011A,flange starting clutch,ducati,179.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.42
39303,160Z0011A,flange starting clutch,ducati,179.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.42
39320,17310171A,"gear, electric starter",ducati,323.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.09
39321,17310171A,"gear, electric starter",ducati,323.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.09
39329,173Z0021A,electric starter driven gear,ducati,310.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39330,173Z0021A,electric starter driven gear,ducati,310.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39381,19020231A,clutch disc set,ducati,583.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.95
39382,19020231A,clutch disc set,ducati,583.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.95
39398,19540021A,rubber pad,ducati,2.99,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.44
39399,19540021A,rubber pad,ducati,2.99,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.44
39419,19540091D,piston assembly,ducati,222.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.35
39420,19540091D,piston assembly,ducati,222.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.35
39432,19610251A,"boss, clutch",ducati,273.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.9
39433,19610251A,"boss, clutch",ducati,273.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.9
39445,19810672A,clutch housing,ducati,546.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.82
39446,19810672A,clutch housing,ducati,546.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.82
39557,24610481A,cover,ducati,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
39558,24610481A,cover,ducati,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
39587,24713131B,foot peg cover,ducati,15.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74
39588,24713131B,foot peg cover,ducati,15.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74
39603,24713571AE,cover,ducati,49.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.92
39604,24713571AE,cover,ducati,49.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.92
39610,24714063A,cover,ducati,12.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91
39611,24714063A,cover,ducati,12.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91
39614,24714651A,cover,ducati,21.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97
39615,24714651A,cover,ducati,21.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97
39643,24723842A,filter cover unit,ducati,97.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.09
39644,24723842A,filter cover unit,ducati,97.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.09
39658,247P5863A,"cover, oil element",ducati,72.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.74
39659,247P5863A,"cover, oil element",ducati,72.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.74
39667,25120121A,water pump rotor,ducati,128.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89
39668,25120121A,water pump rotor,ducati,128.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89
39675,25147054,thrust washer 25.2x32.5x1.2,ducati,1.99,10.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
39676,25147054,thrust washer 25.2x32.5x1.2,ducati,1.99,10.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
39707,27291090,ntrl detent washer,ducati,0.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
39708,27291090,ntrl detent washer,ducati,0.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
39726,28611248B,hands free 868 mhz kit,ducati,765.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
39727,28611248B,hands free 868 mhz kit,ducati,765.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
39752,28642101C,engine control unit,ducati,2482.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.96
39753,28642101C,engine control unit,ducati,2482.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.96
39805,30410731AB,"seat, exhaust valve +0.03 mm",ducati,271.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.55
39806,30410731AB,"seat, exhaust valve +0.03 mm",ducati,271.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.55
39825,342P0962AB,steering head base,ducati,720.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.17
39826,342P0962AB,steering head base,ducati,720.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.17
39888,34910761A,washer,ducati,1.99,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4
39889,34910761A,washer,ducati,1.99,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4
39892,34910871A,o-ring,ducati,2.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
39893,34910871A,o-ring,ducati,2.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
39907,34911201A,bush,ducati,10.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.78
39908,34911201A,bush,ducati,10.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.78
39911,34911461A,"seal oil, fork",ducati,37.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81
39912,34911461A,"seal oil, fork",ducati,37.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81
39924,34911861A,o-ring,ducati,5.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92
39925,34911861A,o-ring,ducati,5.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92
39929,34912141A,o-ring,ducati,3.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9
39930,34912141A,o-ring,ducati,3.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9
39936,34912461A,front fork overhaul set,ducati,122.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.06
39937,34912461A,front fork overhaul set,ducati,122.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.06
39946,34912741A,"washer, special",ducati,2.99,26.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8
39947,34912741A,"washer, special",ducati,2.99,26.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8
39950,34912811A,bush,ducati,32.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57
39951,34912811A,bush,ducati,32.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57
39954,34912871A,"seal set, front fork",ducati,84.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.2
39955,34912871A,"seal set, front fork",ducati,84.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.2
39967,34913541A,stop ring,ducati,4.99,4.0,6,0.0,0.0,0.0,2.0,2.0,2.0,0.0,13.6
39973,34913571A,lower bush,ducati,37.99,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.36
39974,34913571A,lower bush,ducati,37.99,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.36
39977,34913581A,upper bushing,ducati,24.99,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.94
39978,34913581A,upper bushing,ducati,24.99,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.94
39986,34913671A,o-ring,ducati,0.99,10.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
39988,34913671A,o-ring,ducati,0.99,10.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
39994,34913811A,washer,ducati,16.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35
39995,34913811A,washer,ducati,16.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35
40002,34913871A,bush,ducati,39.99,3.0,3,0.0,0.0,1.0,3.0,3.0,3.0,0.0,83.79
40008,34914391A,bush,ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.13
40009,34914391A,bush,ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.13
40024,34920551A,seal kit,ducati,74.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4
40025,34920551A,seal kit,ducati,74.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4
40030,34920861A,"seal set, front fork",ducati,138.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.52
40031,34920861A,"seal set, front fork",ducati,138.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.52
40036,34921041A,overhaul kit,ducati,253.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.16
40037,34921041A,overhaul kit,ducati,253.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.16
40066,34921691A,overhaul kit,ducati,112.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.1
40067,34921691A,overhaul kit,ducati,112.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.1
40087,34921951A,overhaul kit,ducati,157.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.15
40088,34921951A,overhaul kit,ducati,157.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.15
40110,34922951A,overhaul kit,ducati,240.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.56
40111,34922951A,overhaul kit,ducati,240.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.56
40114,34922961A,seal kit,ducati,133.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5
40115,34922961A,seal kit,ducati,133.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5
40139,36011182B,handlebar,ducati,246.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.61
40140,36011182B,handlebar,ducati,246.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.61
40143,36011201A,"handlebar bracket, upper",ducati,125.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.11
40144,36011201A,"handlebar bracket, upper",ducati,125.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.11
40147,36011231A,handlebar,ducati,246.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.41
40148,36011231A,handlebar,ducati,246.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.41
40151,36011251A,"handlebar bracket, lower lh",ducati,141.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9
40152,36011251A,"handlebar bracket, lower lh",ducati,141.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9
40155,36011261A,"handlebar bracket, lower rh",ducati,141.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9
40156,36011261A,"handlebar bracket, lower rh",ducati,141.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9
40182,36020861C,right half-handlebar,ducati,215.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.74
40183,36020861C,right half-handlebar,ducati,215.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.74
40186,36020881A,right half-handlebar,ducati,215.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.74
40187,36020881A,right half-handlebar,ducati,215.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.74
40222,36499710,washer plastic,ducati,1.99,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84
40223,36499710,washer plastic,ducati,1.99,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84
40249,37049250,washer,ducati,0.99,18.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46
40250,37049250,washer,ducati,0.99,18.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46
40258,37069910,footrest spring,ducati,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
40259,37069910,footrest spring,ducati,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
40271,37083110,gasket,ducati,1.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
40272,37083110,gasket,ducati,1.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
40278,37092050,ex stud,ducati,8.99,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
40279,37092050,ex stud,ducati,8.99,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
40301,38320011A,push-button starter hands,ducati,30.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.58
40302,38320011A,push-button starter hands,ducati,30.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.58
40318,38540093B,piattaforma inerziale,ducati,934.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.93
40319,38540093B,piattaforma inerziale,ducati,934.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.93
40350,39040181A,bulb 12v-10w,ducati,4.99,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.04
40351,39040181A,bulb 12v-10w,ducati,4.99,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.04
40378,39740031B,starter relay,ducati,140.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.52
40379,39740031B,starter relay,ducati,140.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.52
40394,40310071A,speedometer cable,ducati,54.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.91
40395,40310071A,speedometer cable,ducati,54.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.91
40467,41760759A,screw,ducati,1.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
40468,41760759A,screw,ducati,1.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
40476,42020008A,copper gasket,ducati,0.99,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
40477,42020008A,copper gasket,ducati,0.99,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
40510,42520041A,repair kit,ducati,92.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.97
40511,42520041A,repair kit,ducati,92.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.97
40518,42540041B,ducati fuel filter,ducati,42.99,5.0,0,2.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0
40532,42610071A,canister filter,ducati,107.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.36
40533,42610071A,canister filter,ducati,107.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.36
40537,42610091A,"filter, air",ducati,30.99,27.0,2,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
40590,42610751A,"filter, air",ducati,35.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3
40591,42610751A,"filter, air",ducati,35.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3
40622,43311791A,plate non rimuovere,ducati,15.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4
40623,43311791A,plate non rimuovere,ducati,15.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4
40635,43410091A,emblem italian flag,ducati,80.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67
