,Part Number,Description,Supplier Name,Price,Quantity,Cost Per Unit,Total Cost,Months No Sale
39912,4261641,"180/55zr17,(73w),rosso,4",thibault canada,393.99,1,165.27,165.27,9
39962,4262115,120/70-17 pirelli supercorsa v3 front,thibault canada,400.99,0,260.64,0.0,9
39965,4262121,200/55zr17 tl (78w)v3 sp diabl,thibault canada,671.99,0,436.79,0.0,9
40012,4264227,150/80b16 m/c rein tl 77h nigh,thibault canada,361.99,0,185.55,0.0,9
40018,4264311,130/90-16 tl 67h night dragon fr,thibault canada,327.99,0,213.19,0.0,9
40019,4264316,130/90-16 m/c 73h tl dragon fr,thibault canada,341.99,0,222.29,0.0,11
40022,4264403,100/90-18 tl 65h phantom sport,thibault canada,275.99,0,139.92000000000002,0.0,11
40053,4264926,120/70r19 m/c (60v) tl scorpio,thibault canada,354.99,0,152.09,0.0,11
40062,4264939,170/60r17 m/c (72v) tl scorpio,thibault canada,442.99,0,192.15,0.0,9
40816,4402-0854,packtalk bold jbl single,parts canada/power twins,459.99,0,211.22,0.0,11
40817,4402-0854,packtalk bold jbl single,parts canada/power twins,459.95,0,211.22,0.0,11
40826,4402-0898,50r low profile system,parts canada/power twins,484.99,0,339.26,0.0,10
40831,4402-0908,freecom 4x - single,parts canada/power twins,363.99,0,254.77,0.0,11
40842,4402-0940,packtalk edge - duo,parts canada/power twins,944.95,0,661.47,0.0,9
41115,4449145360,e1 tuareg yellow 57 md,schuberth,974.49,0,545.22,0.0,9
41630,4566016360,c4 glossy silver l,schuberth,999.0,0,702.5699999999999,0.0,11
41668,4568246360,c4 pro carbon tempest yellow 59,schuberth,1174.49,0,666.1600000000001,0.0,11
41683,4568326360,c4 pro carbon avio red l,schuberth,1174.49,0,666.1600000000001,0.0,11
42121,46517691333,f650 frame,bmw,460.0,0,368.0,0.0,9
42170,46518521844,rear frame,bmw,1630.49,0,1304.0,0.0,9
42681,46545A097C1,luggage grid,bmw,399.49,0,271.39,0.0,10
42802,46547695986,set case holder,bmw,375.49,0,255.17,0.0,11
42889,46547728663,"case, left without painted p",bmw,591.99,0,378.66,0.0,9
42920,46548394452,"back pad, topcase",bmw,570.49,0,410.4,0.0,10
42932,46548414477,"softbag, left",bmw,1046.99,0,670.06,0.0,11
43014,46548549364,"inner pocket, touring topcas",bmw,292.99,0,187.47000000000003,0.0,9
43019,46548553901,"trim cover for case lid, lef",bmw,650.49,0,494.0,0.0,9
43043,46549897984,lock right,bmw,300.0,0,219.0,0.0,9
43228,46618556224,light white fender r1250r,bmw,335.0,0,254.6,0.0,9
43243,46621542262,rear wheel cover,bmw,280.49,0,201.6,0.0,10
43558,46631540816,engine spoiler stainless ste,bmw,452.99,0,321.5,0.0,9
43560,46631541816,storage compartment with,bmw,1770.49,0,1274.4,0.0,11
43563,46631542520,side cover right,bmw,480.49,0,364.8,0.0,9
43921,46637664393,windscreen,bmw,475.49,0,304.0,0.0,9
43953,46637670507,fairing bracket,bmw,1650.49,0,1188.0,0.0,11
44236,46637694988,front panel carrier,bmw,405.0,0,277.2,0.0,9
44530,46637727003,f700gs racing red front lh,bmw,600.0,0,456.0,0.0,10
44587,46638382816,radiator cowl stainless stee,bmw,550.49,0,396.0,0.0,9
44615,46638392880,"windshield, high",bmw,400.49,0,256.0,0.0,10
44651,46638409172,headlight panel imperial blue,bmw,545.0,0,414.2,0.0,9
44937,46638548073,"trim upper section, left",bmw,270.49,0,205.2,0.0,9
45162,46639467643,cover storage compartment,bmw,375.49,0,270.0,0.0,11
45177,46639480891,"front panel carrier, left",bmw,465.49,0,334.8,0.0,10
45611,46818409128,rh fuel panel light white,bmw,945.0,0,718.2,0.0,9
45690,47011811AB,frame black,ducati,4874.49,0,3899.45,0.0,11
45691,47011891AT,frame,ducati,4712.99,0,3770.29,0.0,11
45717,470Z2981AA,frame,ducati,2581.99,0,2065.33,0.0,10
45875,47111851CA,frame,ducati,2606.49,0,2084.83,0.0,11
46060,48012493AA,upper half-fairing r.h. red,ducati,804.49,0,562.96,0.0,11
46061,48012493BA,upper half-fairing l.h. red,ducati,804.49,0,562.96,0.0,11
46075,48012912AG,"cover, radiator, lh",ducati,359.49,0,287.3,0.0,11
46135,48017562AA,right upper fairing red,ducati,871.99,0,610.04,0.0,10
46268,48120414AA,complete headlight fairing,ducati,950.49,0,665.31,0.0,11
46301,481P1182AA,complete headlight fairing,ducati,1161.99,0,813.37,0.0,10
46321,48211631AG,"cover , frame lh",ducati,500.99,0,400.72,0.0,11
46587,49241111A,rear brake disc,ducati,339.49,0,186.6,0.0,11
47104,50122231AA,front wheel rim,ducati,1463.99,0,1171.11,0.0,10
47109,50122551AB,front wheel rim,ducati,2132.49,0,1705.7599999999998,0.0,11
47307,50222011AA,rear wheel rim,ducati,1631.99,0,1305.2,0.0,10
47310,50222311AB,rear wheel rim,ducati,2013.99,0,1611.0,0.0,11
48787,51257698141,ignition lock with switch,bmw,260.0,0,208.0,0.0,11
48815,51258540948,set uniform locking system,bmw,560.49,0,392.0,0.0,10
49220,515-1105,150/70b17tl 69h k76,moto international,310.99,0,202.14,0.0,9
49221,515-1105,150/70b17tl 69h k76,moto international,310.99,0,202.14,0.0,11
49377,52010155A,headlight,ducati,910.99,0,728.41,0.0,11
49394,52010554A,headlight,ducati,900.49,0,720.22,0.0,11
49509,52320101AT,"mirror, left glossy black",ducati,277.49,0,194.17,0.0,11
49586,523S0533C,rear-view mirror r.h.,ducati,373.99,0,261.74,0.0,10
49610,523S0655A,rear-view mirror r.h.,ducati,407.99,0,285.3,0.0,9
49928,52538544792,"driver's seat, black, high,",bmw,1050.49,0,672.0,0.0,9
49953,52538562135,low-profile bench seat,bmw,570.49,0,376.2000000000001,0.0,10
49957,52538564838,low-profile bench seat,bmw,790.49,0,505.6,0.0,11
50086,5262569,180/60r16 reinf tl 80h me888,thibault canada,574.99,0,373.74,0.0,9
50089,5262581,180/70r16 77v tl me888 oe triu,thibault canada,578.99,0,291.01,0.0,10
50116,5262678,150/80r16 m/c 71v tl me888 fr.,thibault canada,524.99,0,264.65000000000003,0.0,10
50207,5264425,150/70r18 mc/tl 70v tourance n,thibault canada,401.99,1,261.29,261.29,10
50903,5454540-266,"airbox bezel, cruiser black",polaris,256.99,0,182.46,0.0,9
50910,5454594-727,"fairing-front,nvyblu",polaris,1256.99,0,892.46,0.0,9
50937,5455392-675,"bin-trunk,ind,pwhtsmk",polaris,1153.99,0,865.49,0.0,9
50958,5456261-675,"lid,trunk,al rack,whtsmk",polaris,1782.99,0,1355.07,0.0,9
50965,5456385-1888,"asm-saddlebag,clsc,lh,",polaris,1564.99,0,1173.74,0.0,11
51040,54812611B,water cooler,ducati,947.99,0,663.36,0.0,11
51041,54812612B,radiatore acqua 1803,ducati,947.99,0,663.36,0.0,11
51045,54840192A,water cooler,ducati,2484.49,0,1987.49,0.0,9
51131,55010051B,electric fan,ducati,260.99,0,182.42,0.0,11
51796,55611131AA,side stand,ducati,281.99,0,197.33,0.0,11
52169,56410293BA,front fender red,ducati,275.99,0,192.96,0.0,11
52170,56410293BT,"front fender, black",ducati,275.99,0,192.96,0.0,11
52304,566-11860,kobra hguard,moto international,307.99,0,221.75,0.0,9
52342,566-14504,crashbar bmw r1250 gs / r / rs,moto international,599.99,0,431.99,0.0,9
52381,566-15026,"mss.11.953.10100/b.skidplate,",moto international,622.99,0,448.55,0.0,11
52560,57015182C,horizontal exhaust pipe,ducati,307.99,0,246.39,0.0,11
52767,57315071B,silencer,ducati,2132.49,0,1705.7599999999998,0.0,11
52768,57315071C,muffler,ducati,2132.49,0,1705.7699999999998,0.0,11
52769,57315072C,silencer,ducati,2132.49,0,1705.7699999999998,0.0,11
53398,58610441CW,fuel tank orange/black strip,ducati,2705.49,0,2164.29,0.0,11
53413,58612061AW,tank white,ducati,3649.99,0,2919.7,0.0,10
53414,58612221BD,fuel tank,ducati,2308.99,0,1846.96,0.0,10
53435,58613044AA,fuel tank,ducati,2606.49,0,2084.83,0.0,11
54308,6000003,re nacs ii - dol tool,royal enfield,1938.99,0,1260.0,0.0,11
54422,6030-002-042-604,carlsbad pant 42 cool gray,klim,679.95,0,441.97,0.0,10
55201,61317650281,left combination switch,bmw,437.21,0,299.66,0.0,10
55417,61318522460,combination switch right,bmw,344.49,0,213.45,0.0,10
55430,61318529352,combination switch right,bmw,344.49,0,213.45,0.0,10
55440,61318529381,combination switch left,bmw,526.49,0,326.25,0.0,10
55521,61318550037,combi switch left,bmw,890.68,0,641.29,0.0,11
55886,61911701A,cpu-rear caliper line,ducati,318.49,0,175.15,0.0,9
56031,62111691260,instrument cluster,bmw,950.0,0,684.0,0.0,9
56096,62118535810,instrument cluster,bmw,1510.49,0,1147.6,0.0,9
56252,625.3,drill bit m3 =7/64,wurth,304.7,0,3.048000000000002,0.0,10
56262,6251715,120/70 r 19 60v tl tkc70 m+s,thibault canada,361.99,0,235.29,0.0,9
56421,6264203,150/80-16 71h fr.avon cobra ch,thibault canada,445.99,0,190.12,0.0,10
56812,63128523990,bulb xenon light,bmw,405.49,0,259.20000000000005,0.0,10
56833,63128545636,high beam,bmw,465.49,0,334.8,0.0,10
57665,6502844,exo-st1400 gloss black carbon,thibault canada,629.99,0,472.49,0.0,10
57720,65127106140,control unit for audio syste,bmw,1130.49,0,858.8,0.0,9
58220,66-14459,crash bar-bmw f750-850gs(18),fullbore marketing ltd.,326.95,0,273.56,0.0,9
58304,66127108669,"keyless ride radio-op.key, f",bmw,250.49,0,200.0,0.0,9
58562,67620571A,final drive kit,ducati,370.49,0,203.59,0.0,10
58564,67620591A,final drive kit,ducati,421.99,0,231.85,0.0,10
58607,67621041A,final drive kit,ducati,374.49,0,205.87,0.0,10
58609,67621051A,final drive kit,ducati,466.49,0,256.46000000000004,0.0,10
58620,67621301A,final drive kit,ducati,333.99,0,183.54,0.0,11
58662,67641032A,chain regina 530 136 zrpb2 x108,ducati,347.49,0,190.99,0.0,9
59666,7062220,bell bullit carbon mat blk xl,bell sports inc,899.99,0,469.77,0.0,10
59777,7092434,srt m mat blk s,bell sports inc,479.95,0,256.1,0.0,11
59781,7092438,srt m mat blk xxl,bell sports inc,479.95,0,256.1,0.0,9
59980,7112230,"eliminator,vanish,mt,bk/rd,l",bell sports inc,549.99,0,290.37,0.0,10
61718,7136376,"mx-9,adv,mips,dalton,blk/blu,lg",bell sports inc,319.99,0,160.05,0.0,9
61731,7136686,"mx-9,adv,mips,matteblk,xl",bell sports inc,299.99,0,154.72,0.0,9
61733,7136697,"mx-9,adv,mips,mrdr,m/g,blkout,lg",bell sports inc,339.99,0,176.06,0.0,11
61991,71602412380,atacama soft top case duffel,bmw,425.0,0,276.25,0.0,11
62629,71608523399,"tool, service kit 1200",bmw,272.1,0,185.03000000000003,0.0,11
64853,7526709154,ladakh 3l d-dry pants blk/blk,thibault canada,579.99,0,434.99,0.0,11
64855,7527525136,denim blast regular tex pants,thibault canada,299.99,0,224.99,0.0,10
64863,7536707146,ladakh 3l d-dry lady pants bla,thibault canada,579.99,0,434.99,0.0,11
64952,75620131A,hub,ducati,942.99,0,754.1800000000001,0.0,10
65133,76118395199,jacket gs dry men's gray,bmw,302.99,0,230.17,0.0,10
65429,76127922579,purerider pant 36/34,bmw,420.77,0,252.46,0.0,10
65636,76128568089,jacket airshell 50 mens,bmw,660.99,0,396.34,0.0,11
65700,76129899252,pants 'rider' for men,bmw,301.99,0,205.35,0.0,11
65717,76138395213,jacket gs dry ladies' gray,bmw,299.99,0,227.88,0.0,10
65776,76138547147,"airflow women's jacket, blac",bmw,298.49,0,226.83,0.0,11
66220,76221541336,"boots, cruisecomfort 42",bmw,379.49,0,246.35,0.0,11
66249,76227922714,venture grip gtx brown 39,bmw,334.49,0,187.1,0.0,11
66250,76227922715,venture drip gtx 40,bmw,544.08,0,326.45000000000005,0.0,10
66322,76228523100,boots sonora gtx black,bmw,449.49,0,269.4,0.0,10
66668,76317105196,helmet sys 7 evo carbon ece,bmw,993.99,0,645.9100000000001,0.0,10
66669,76317105210,helmet sys 7 evo carbon ece,bmw,999.49,0,649.35,0.0,10
66670,76317105223,helmet sys 7 evo carbon ece,bmw,1089.49,0,707.85,0.0,11
66704,76317922465,helmet gs pure desert 55 sm,bmw,850.13,0,442.07,0.0,9
66923,76319899494,helmet 7 carbon moto international,bmw,1086.49,0,738.8,0.0,10
67497,76629446486,jacket 2-in-1 m sport unisex,bmw,298.99,0,152.24,0.0,9
67897,77-13113,rf-1400 white m,moto international,799.99,0,575.99,0.0,10
67903,77-13202,rf-1400 prologue tc-10 s,moto international,939.99,0,676.79,0.0,11
67908,77-13543,rf-1400 accolade tc-10 m,moto international,939.99,0,676.79,0.0,9
68245,77145A5A553,engine protection bar black,bmw,334.99,0,227.46,0.0,9
68247,77145A5A554,engine protection bar black,bmw,334.99,0,227.46,0.0,9
68971,77348533898,cover panel for tank hump,bmw,434.99,0,295.78,0.0,11
69061,77405A3C587,side bag urban collection sm,bmw,289.99,0,185.51,0.0,9
69127,77415A14875,set volume expansion,bmw,421.49,0,286.61,0.0,10
69201,77418563761,"soft luggage, left",bmw,633.99,0,405.62,0.0,9
69202,77418563762,"soft luggage, right",bmw,633.99,0,405.62,0.0,9
69245,77419832024,touring case right,bmw,743.49,0,475.8,0.0,9
69251,77419898413,touring case left,bmw,646.49,0,413.72,0.0,10
69253,77419898414,touring case right,bmw,646.49,0,413.72,0.0,10
69323,77438527849,topcase,bmw,739.99,0,473.31,0.0,11
69324,77438527850,topcase,bmw,739.99,0,473.31,0.0,11
69349,77438555738,touring topcase,bmw,1807.49,0,1156.75,0.0,9
69363,77438569672,variotop case,bmw,879.49,0,562.87,0.0,9
69364,77438569672,variotop case,bmw,879.49,0,562.87,0.0,9
69375,77439829379,top case 30 l,bmw,546.99,0,349.87,0.0,10
69393,77448396356,luggage grid,bmw,284.99,0,193.76,0.0,9
69447,77452449425,tank-top bag,bmw,252.49,0,161.3,0.0,9
69473,77452466686,tank-top bag,bmw,280.49,0,179.21,0.0,9
69530,77492463726,rear pocket,bmw,477.49,0,305.56,0.0,11
69540,77495A3C3D0,rear bag urban collection la,bmw,418.99,0,267.85,0.0,9
71075,800100,tire changer with left arm hel,thibault canada,2649.99,0,2649.99,0.0,10
71122,800200,wheel balancer with,thibault canada,2649.99,0,2649.99,0.0,10
71128,800600,moto internationalrcycle table 24'x84' blk 1,thibault canada,1199.99,0,1199.99,0.0,10
71496,819Z0021B,rear wheel spindle,ducati,1184.99,0,947.65,0.0,10
71700,82411703AB,rear l.h. plate,ducati,359.99,0,251.73,0.0,11
71854,82929433A,headlight holder gold,ducati,462.99,0,370.03,0.0,11
71940,830465,helmet signet-x diamond wh xl,kimpex,1009.99,1,643.87,643.87,11
71948,830523,helmet signet-x pearl bk m ara,kimpex,989.99,0,603.94,0.0,9
72169,83300401792,getriebeaufnahme,bmw,529.49,0,439.29,0.0,10
72440,83305A1FD97,engine mounting,bmw,302.99,0,251.27,0.0,9
72442,83305A24474,adapter scherenheber,bmw,285.49,0,236.83,0.0,9
72447,83305A64813,drilling template,bmw,763.99,0,633.96,0.0,10
72450,83305A68857,werkzeug,bmw,1846.99,0,1532.9,0.0,10
74857,889450115,wurth box 0962 330 043,ducati,722.49,0,649.82,0.0,9
74877,890022,crank case box assy- d1,royal enfield,1615.99,0,1050.0,0.0,11
75335,920-0145,big bore kit 865cc (royal enfield 650,royal enfield,1099.99,1,399.9500000000001,399.9500000000001,10
76324,95-1511,anakee wild 120/70r19,moto international,305.99,0,173.05,0.0,9
76326,95-1512,anakee wild 170/60r17,moto international,415.99,0,213.65,0.0,9
76433,950202,525zvmxx110 g/g super x ring,parts canada/power twins,311.99,0,155.27,0.0,9
76434,950203,525zvmxx120 g/g super x ring,parts canada/power twins,339.99,0,169.39,0.0,9
76643,96280411B,footpeg set in xdvl central po,ducati,1329.49,0,930.6,0.0,9
76667,96280911AA,lowered suspension kit v20e,ducati,353.99,0,247.54,0.0,11
76794,96480933A,complete racing exhaust,ducati,3858.99,0,2701.22,0.0,9
76800,96480961A,racing complete exhaust,ducati,3495.99,0,2447.05,0.0,9
76962,96680573A,set of heated grips m-fit,ducati,465.99,0,302.71000000000004,0.0,9
77093,96780091A,side buffer - ms,ducati,376.49,0,263.24,0.0,11
77107,96780241A,pill.rider seat soft bag kit 1,ducati,270.99,0,108.33,0.0,11
77139,96780521A,set of internal bags for side,ducati,265.99,0,186.05,0.0,10
77156,96780655A,ms1200 side panniers set - no,ducati,1239.49,0,867.61,0.0,11
77272,96781851AA,set protezioni laterali 1900,ducati,896.99,0,717.5,0.0,9
77425,96880661A,lowered seat 1504 pp,ducati,297.99,0,208.36,0.0,9
77648,97180061A,oversized windscreen kit - hym,ducati,250.49,0,100.0,0.0,11
77689,97180461A,touring 1312 windscreen,ducati,278.49,0,194.69,0.0,11
77844,97381031AA,lateral protection set rizoma,ducati,252.99,0,177.02,0.0,11
77861,97381951AA,set paracoppa 1900,ducati,640.99,0,448.44,0.0,9
77864,97388,tkc 80 110/80b19,parts canada/power twins,349.95,0,170.6,0.0,10
77949,97780131AA,kit serbatoio secondario 1900,ducati,2325.49,0,1860.38,0.0,9
78051,97980831C,enduro 1508/1817/v20e pack,ducati,2097.49,0,1468.0899999999997,0.0,11
78071,97981121aa,xdiavel nera colour set - red,ducati,2958.0,0,2958.0,0.0,9
78073,97981201AA,pack offroad,ducati,1927.99,0,1349.59,0.0,9
78320,981029748,2pcs leather suit corse c2,ducati,1369.49,0,752.95,0.0,9
78390,981036825,helmet dark rider v2 dot/ece l,ducati,439.49,0,241.45,0.0,10
78549,981070754,jacket fighter c1 54,ducati,649.49,0,356.95,0.0,11
78594,981071338,fabric jacket speed air c2 xxx,ducati,329.49,0,230.3,0.0,11
78640,981072954,jacket speed evo c2 perf. 54,ducati,849.49,0,594.3,0.0,10
78641,981073152,leather trousers company c4,ducati,639.49,0,447.3,0.0,11
78687,981077045,jacket outdoor c3 man l,ducati,449.49,0,314.3,0.0,9
78688,981077154,helmet d.corse power ece 22-06,ducati,1199.49,0,899.25,0.0,11
78690,981077204,helmet xdiavel ece m,ducati,2999.95,0,2249.96,0.0,9
78691,981077245,back protector comp. 3 wave,ducati,259.49,0,194.25,0.0,10
80272,A2307151,"grabrack, kit",triumph,405.99,0,263.25,0.0,11
80280,A2308986,heated rider seat,triumph,435.99,0,282.75,0.0,11
80427,A9501308,"top box, 46l",triumph,465.99,0,302.25,0.0,10
80428,A9501309,"top box, 52l",triumph,465.99,0,302.25,0.0,9
80594,A9510553,"tail pack, qr",triumph,285.99,2,185.25,370.5,11
80661,A9518171,magnetic tank bag spts,triumph,260.99,1,169.0,169.0,11
80834,A9600673,silencer street scrambler,triumph,1240.99,0,620.0,0.0,9
81122,A9631556,heated grip kit,triumph,445.99,3,289.25,867.75,9
81266,A9640208,fox rsu pair long,savage cycles,1020.99,0,729.29,0.0,9
81267,A9640208,fox rsu pair long,triumph,1120.99,0,662.99,0.0,9
81344,A9700379,roadster screen kit,triumph,670.99,1,435.5,435.5,9
81368,A9700610,heated rider se,triumph,625.99,0,406.25,0.0,11
81399,A9700891,"seat,dual,low,kit",triumph,265.99,0,172.25,0.0,10
81400,A9700904,"pass seat,tour",triumph,280.99,0,182.0,0.0,10
81453,A9701459,"rid seat,low he",triumph,310.99,6,201.5,1209.0,11
81458,A9701522-PM,flyscreen kit,triumph,315.99,0,204.75,0.0,9
81460,A9701541,"seat, rider, lo",triumph,320.99,5,208.0,1040.0,11
82168,A9750803,passenger backrest kit,triumph,365.99,1,237.25,237.25,9
82291,A9759192,grabrail mount kit,triumph,255.99,1,165.75,165.75,9
82292,A9759193,uprights kit backrest chr,triumph,350.99,1,227.5,227.5,9
82294,A9759201,rack kit chrome,triumph,290.99,3,188.5,565.5,9
82334,A9770249,foot control ki,triumph,655.99,0,425.75,0.0,11
82339,A9770383,centre stand,triumph,330.99,1,214.5,214.5,10
82589,A9838094,"fog lamps, led",triumph,485.99,1,315.25,315.25,11
82744,AD1LA001,ga-d1- engine complete,royal enfield,4307.99,0,2800.0,0.0,11
82762,AJ1LA002,j1 engine assy textured black-,royal enfield,2696.99,0,2073.88,0.0,9
82807,Aug-42,84-99 evo 42mm total carb kit,parts canada/power twins,935.99,1,542.02,542.02,11
82974,BLG-013-00-NP,bark busters,amazon canada,275.5,0,0.0,0.0,11
83153,CAP-ITCH,"cap,itch,heat,shield",captain itch,319.99,0,276.72,0.0,10
85967,DNL.WHS.11602,denali gen ii cansmarta contro,twisted throttle,349.49,0,227.17,0.0,9
87442,KAB00267/A,fr caliper p81 -anodized (no p,royal enfield,329.99,4,235.12,940.48,10
87443,KAB00268/A,rear caliper p81 -anodized (no,royal enfield,335.99,5,239.51,1197.55,10
87492,KLH00008/A,cylinder head & rocker,royal enfield,469.99,0,293.45000000000005,0.0,9
87493,KLH00017/A,"cylinder head assembly, fins m",royal enfield,372.99,0,310.72,0.0,9
89626,MBTA22801-10,corozol bts-10,triumph,419.99,0,272.96000000000004,0.0,11
89627,MBTA22801-11,corozol bts-11,triumph,419.99,0,272.96000000000004,0.0,11
89628,MBTA22801-12,corozol bts-12,triumph,419.99,0,272.96000000000004,0.0,11
89633,MBTA22803-10.5,smx 6vd bts-10.5,triumph,369.99,0,240.46,0.0,11
89634,MBTA22803-11.5,smx 6vd bts-11.5,triumph,369.99,0,240.46,0.0,11
89635,MBTA22803-12,smx 6vd bts-12,triumph,369.99,0,240.46,0.0,11
89637,MBTA22803-9,smx 6vd bts-9,triumph,369.99,0,240.46,0.0,11
89809,MDJS20200-30R,rokker jean,triumph,449.99,1,292.49,292.49,11
90081,MGVS18122-XXL,malvern glove,triumph,251.99,0,176.38,0.0,10
90249,MIT24030,170/60-17 e-07+ dakar,maverick distributing,310.45,0,156.45999999999998,0.0,9
90366,MLES2202-M,t sport jkt-m,triumph,700.99,0,455.0,0.0,11
90369,MLES2202-XXL,t sport jkt-xxl,triumph,700.99,0,455.0,0.0,11
90382,MLES22107-L,lds brad air-l,triumph,639.99,1,415.99,415.99,11
90384,MLES22107-S,lds brad air-s,triumph,639.99,1,415.99,415.99,11
90408,MLES23800-L,ac lthr jkt-l,triumph,649.99,0,422.49,0.0,11
90409,MLES23800-XL,ac lthr jkt-xl,triumph,649.99,0,422.49,0.0,11
90410,MLES23800-XXL,ac lthr jkt-xxl,triumph,649.99,0,422.49,0.0,11
90476,MLHS19E30-L,vance jacket,triumph,574.99,1,373.75,373.75,11
90477,MLHS19E30-M,vance jacket,triumph,574.99,0,230.0,0.0,11
90490,MLHS21101-XXL,braddan xxl,triumph,665.99,0,432.26,0.0,10
90503,MLJS20531-30,triple jean,triumph,550.99,1,220.0,220.0,10
90509,MLJS2201-36,tsport pant-36,triumph,570.99,0,370.5,0.0,11
90512,MLJS2204-32,triple pant-32,triumph,570.99,0,370.5,0.0,9
90560,MLLS21105-S,braddan ls jkt,triumph,639.99,0,415.99,0.0,9
92329,N81-16XDiavel,xdiavel frame sliders,t-rex racing,340.94,0,252.55,0.0,9
92851,RAK00234/A,fuel tank with sticker j1d - y,royal enfield,478.99,0,290.0,0.0,9
92875,RAM00186/A,instrument cluster,royal enfield,313.99,0,241.18,0.0,9
92876,RAM00225/C,instrument cluster mph (with,royal enfield,289.99,0,186.97000000000003,0.0,9
92916,RAVG2116,elect.balancer g2.116r 120v/1/,thibault canada,4999.99,0,4999.99,0.0,10
93462,T1127035,"piston assy, 84",triumph,787.99,0,511.75,0.0,9
94290,T1261005,cam cover,triumph,605.99,0,121.01999999999998,0.0,11
94379,T1266016,"cover, clutch,",triumph,293.99,0,190.55,0.0,11
94382,T1267018,"assy, cover, cl",triumph,282.99,0,183.37,0.0,10
94664,T2001140,"wheel, front, a",triumph,987.99,0,641.7,0.0,11
94846,T2017243,chain and sproc,triumph,312.99,0,203.36,0.0,11
95033,T2021395,"caliper assy, l",triumph,828.99,0,538.38,0.0,11
95079,T2022080,"disc,front,floating",triumph,340.99,1,109.34,109.34,9
95580,T2042372,"stanchion assy,",triumph,1077.99,0,700.14,0.0,10
95594,T2042542,"fork leg assy,",triumph,809.99,0,525.87,0.0,11
95595,T2042543,"fork leg assy,",triumph,809.99,0,525.87,0.0,11
95635,T2043096,"yoke assy, lowe",triumph,311.99,0,202.4,0.0,11
95636,T2043103,"stanchion assy,",triumph,1289.99,0,838.1600000000001,0.0,11
95970,T2048903,"yoke assy, lowe",triumph,422.99,0,274.36,0.0,10
96007,T2049772,"switchcube, lh,",triumph,355.99,0,231.1,0.0,11
96095,T2054443,rear suspension,triumph,1302.99,0,846.47,0.0,11
96126,T2057764,"rsu, tes, elect",triumph,1558.99,0,1012.87,0.0,9
96243,T2071680,"spares kit, dre",triumph,536.99,0,348.64,0.0,9
96279,T2075241,"cradle assy, lh",triumph,306.99,0,199.2,0.0,10
96293,T2079501,"frame assy, spa",triumph,5802.99,0,3771.62,0.0,11
96972,T2106301,radiator assy,triumph,767.99,0,498.72,0.0,11
97146,T2202615,"headerassy,rhs",triumph,515.99,0,335.02,0.0,9
97157,T2202835,"headerassy,lhs",triumph,515.99,0,335.02,0.0,9
97187,T2203385,"silencer, assy,",triumph,1382.99,0,898.77,0.0,10
97574,T2301959-PG,"rh fairing, jet",triumph,1004.99,0,652.9000000000001,0.0,9
97680,T2303392-CX,"panel,tank, rhs",triumph,326.99,0,212.38,0.0,11
97694,T2303681,"mudguard, front",triumph,528.99,0,343.81,0.0,11
97741,T2304365,comfort gel sea,triumph,484.99,0,314.8,0.0,10
97861,T2305676,"mudguard, front",triumph,298.99,0,193.79,0.0,11
97868,T2305717,"support, mudgua",triumph,391.99,0,254.61,0.0,11
97900,T2306055-PG,"sidepanel,lh,pa",triumph,367.99,0,239.08,0.0,10
98180,T2308712-PG,"cowl,seat,pntd+pads,jet black",triumph,367.99,0,239.08,0.0,10
98281,T2309419-MH,"rear m/guard, a",triumph,345.99,0,224.44,0.0,11
98291,T2309537-PG,"sidepanel, rh,",triumph,367.99,0,239.08,0.0,11
98347,T2310122,"seat, rider, co",triumph,374.99,1,243.24,243.24,11
98357,T2310563,"rider seat, ass",triumph,322.99,0,209.74,0.0,11
98364,T2310752,"seat, assembly",triumph,387.99,0,251.56,0.0,10
98369,T2311330,"screen,moulding",triumph,468.99,0,304.6,0.0,10
98378,T2311930-PM,"tankendpanel,",triumph,326.99,0,212.38,0.0,11
98380,T2311931-PM,"tankendpanel,",triumph,326.99,0,212.38,0.0,11
98385,T2312814,"seat, rider, lo",triumph,367.99,0,239.15,0.0,9
98424,T2319125,"screen, mldg, c",triumph,450.99,0,293.0,0.0,10
98635,T2401629-PG,"fuel tank,pntd+",triumph,1835.99,0,1192.8,0.0,11
98648,T2401901-MH,"spares kit,fuel",triumph,1690.99,0,1098.63,0.0,10
98666,T2402300-PG,"fuel tank,sprs,",triumph,1835.99,0,1192.8,0.0,11
98719,T2403507-MP,fuel tank cover,triumph,560.99,0,364.1,0.0,11
98730,T2405290-MH,"fuel tank,pntd+",triumph,2221.99,0,1443.9199999999996,0.0,9
98732,T2405331-NW,"fuel tank,pntd+",triumph,2221.99,0,1443.9199999999996,0.0,9
98733,T2405331-PR,"fuel tank,pntd+",triumph,2221.99,0,1443.9199999999996,0.0,9
98736,T2405421-AA,"fuel tank,pntd+",triumph,2511.99,0,1632.2699999999998,0.0,9
98737,T2405421-PG,"fuel tank,pntd+",triumph,1835.99,0,1192.8,0.0,10
98980,T2503101,instrument assy,triumph,992.99,0,645.4300000000001,0.0,10
98992,T2503330,lockset,triumph,601.99,0,391.17,0.0,10
99005,T2503982,"instruments, mp",triumph,1113.99,0,723.8299999999999,0.0,10
99021,T2504519,switch assembly,triumph,301.99,0,196.28000000000003,0.0,9
